entity,predict,output
POI,toko bom medan-tanjung morawa,toko bom
POI,"badan penyele jami sosial kota ban lamp, dr","badan penyele jami sosial kota ban lamp, dr susilo sum"
POI,stasiun labuhan ratu,stasiun labuhan ratu
POI,os style hotel,"os style hotel, put"
POI,green mansion,green mansion
POI,"ngarum pot ram rustam, ra",ngarum pot ram rusta
POI,pelem km.05.kab.,km.05.kab.
POI,za - seng,za - seng
POI,pemimpin rakyat lahir dari rakyat,pemimpin rakyat lahir dari rakyat
POI,agung raya toko,agung raya toko
POI,rubi toko,rubi toko
POI,west union,"west union, n"
POI,"raya sla riy, no 355 pusat jubah","raya sla riy, no 355 pu"
POI,tuah tamita cv,tuah tamita cv
POI,bung karno,bung karno
POI,wono titis,wono 
POI,toko ampang,purn toko am
POI,via net,via net
POI,tk. kartini,"tk. kartini bumi hara, w"
POI,warung makan bakso bagio,warung makan bakso bagio
POI,"sumurgede puske pembantu, sing",sumurgede puske pe
POI,smart rack internasional,smart rack internasional
POI,ani,ani
POI,jual rumah shm,jual rumah shm
POI,c. sim gk v,c. sim gk v 
POI,pt nuansa indah putri,pt nuansa indah putri
POI,bakso cab pus,"bakso cab pus, pol,"
POI,sura,"sura, a"
POI,lapas paledang,lapas paledang bogor kota
POI,raya gist tangg no 19,raya gist tangg no
POI,"kh wahid has, no",kh wahid has
POI,kavling polri,kavling polri
POI,kjk,kjk pemk tebet barat
POI,terminal pasar senen,terminal pa
POI,ali sana askun,"ali sana askun, m"
POI,lkp ilon,lkp ilon
POI,perkebunan durjo,perkebuna
POI,raya,"raya konv,"
POI,spesialis cat mobil,spesialis cat mobil
POI,sd negeri gang aut,sd negeri gang aut
POI,"fidela gro, ki","fidela gro, k"
POI,kelo berm adik,kelo berm adik kalian
POI,"jemur, 196c orie abadi indon pt rw","jemur, 196c orie abadi indo"
POI,"raya hankam,","raya hankam, no 54"
POI,putri malu no 133h,putri malu no 133
POI,leonna,leonna
POI,tukad yeh aya,tukad yeh a
POI,griya melati mas,griya melati mas
POI,jembatan tinggi,jembatan tinggi
POI,yu zu tang reflex,"yu zu tang reflex, ang"
POI,h a supriana,h a supriana
POI,ud madri pasar ulakan,ud madri pasar ulakan
POI,sma neg 1mal aka,sma neg 1mal aka timur
POI,warung kopi c dan c,warung kopi c dan c
POI,mt perwir,"mt perwir, ba"
POI,dokter juice dan bakso mie ayam cjdw,dokter juice dan bakso mie ayam cjdw
POI,"war kan drink, gaga","war kan drink, gaga"
POI,taski petshop,taski petshop
POI,balai pertemuan cijujung,balai pertemuan
POI,toko sab bangun,"toko sab bangun, h"
POI,warung rames pak sut,warung rames pak sut ve
POI,foto copy jek,foto copy jek le
POI,"nasi gor bandung 77,","nasi gor bandung 77, l"
POI,21 cell,21 cell
POI,lia net,lia net
POI,"pamu raya, no 10 kaitron","pamu raya, no 10 kaitron int"
POI,nasi meong,nasi meong mas bung
POI,"jend sudi,",jend sudi
POI,air minum isi ulang sehat,air minum isi ulang sehat
POI,rusunawa tni al,tni al
POI,raya kalim no 3,fadlan jaya
POI,fadlan jaya,fadlan jaya
POI,puri,"puri per, m"
POI,delima residence,delima residence
POI,h. nur,h. nur la
POI,bandar khalipah sun water pengab,bandar khali
POI,omah batik pb. sudirman,omah batik
POI,"selo, sd neg selo 01, selopuro","selo, sd neg selo 01,"
POI,moza net,moza net
POI,mas al-hikmah,mas al-hikmah soko girimu
POI,"mahk gad, haji","mahk gad, haji"
POI,tongtji,tongtji stasiun lem
POI,apo devi hus ham,apo devi hu
POI,warung jati,warung jati
POI,toko wati,toko wati
POI,ud fadi,ud fadi
POI,pengadilan agama,pengadilan agama
POI,angkringan kang dodo cangkr,angkringan kang dodo
POI,sekretariat rw 04,sekretariat rw 04
POI,paradise resort,paradise resort
POI,mony boga,"mony boga,jl.ray"
POI,"take ung, no 46 kan kep kamp lapahanbuaya","take ung, no 46 kan kep kamp lapah"
POI,yumariati,yumariati
POI,paradise resort,paradise resort
POI,smp muhammadiyah,smp muhammadiyah
POI,bidan siti khot amd keb,"bidan siti khot amd keb, li"
POI,yayasan sosial tera indah,"yayasan sosial tera indah, l"
POI,masjid al mukmin,masjid al mukmin jatisari
POI,focus,focus
POI,palm spring regency,palm spring regency
POI,jays motor,jays motor
POI,mas broo olshop,mas broo olshop ked ba
POI,riza fashion,riza fashion
POI,sekolah global sevilla,sekolah global sevil
POI,kios dipa tani,kios dipa tani
POI,wardi suba meu,"wardi suba meu, prig"
POI,danau toba raya no 274,masjid jami' al-ukhuwwah
POI,toko muti,"toko muti, j"
POI,raja 16 hura,raja 16 hura
POI,ria cellular,ria cellular
POI,dap,dap sunu
POI,taman narogong indah,graha wahana
POI,mes 2 lion,mes 2 lion air
POI,sawah besar farma pt,sawah besar farma pt
POI,"kan lin bantarkawung, kaliw","kan lin bantarkawung, kali"
POI,mila & juni pt,"mila & juni pt, m"
POI,marelan 8,irian swalayan
POI,cagar bud datok maram,cagar bud datok maram ro
POI,kantor lurah,kantor lurah
POI,"pon bakso solo asli, tamb","pon bakso solo asli, t"
POI,green house,green house
POI,anti sd neg 13 sun kunyit,"anti sd neg 13 sun kunyit,"
POI,"khay collec, raya","khay collec, raya p"
POI,kebayoran residence,kebayoran villas
POI,kebayoran villas,kebayoran villas
POI,raya kar,raya kar
POI,"mawa xiii, no j 10","mawa xiii, no j 10 "
POI,taman nusa sidan,taman nusa
POI,lebah munte,lebah munte
POI,smk igna sla riy,"smk igna sla riy soka 6,"
POI,bujang,bujang
POI,warung ril 99,warung ril 99
POI,mega kencana toko,mega kencana toko
POI,raya rancaekek,raya r
POI,midi sj40 guru tua,midi sj40 guru tua
POI,balai rupih,jorong bala
POI,vivo resid kolo,vivo resid kol
POI,waroeng ambu,waroeng ambu depa
POI,warmindo putra pran,"warmindo putra pran, a"
POI,puskesmas karanganyar,puskesmas karanganyar
POI,anjungan leok,anjungan leok
POI,maulafa gmit. tamar maulafa,maulafa gmit. tamar mau
POI,teluk nara,teluk nara
POI,"sim sol, affa","sim sol, affa"
POI,"mahad al-jamiah walisongo, kampus 2 uin walisongo",mahad al-jamiah waliso
POI,jago aki oebobo,jago aki oebobo
POI,mts swa pppi miftahussalam banyumas,mts swa pppi miftahussalam banyumas ba
POI,"99ers cof cih,",99ers cof ci
POI,"bank rakyat indon, kyai","bank rakyat indon, ky"
POI,ceng kel.,"ceng kel., c"
POI,"mar m a adisuc, 159 soto gul","mar m a adisuc, 159 sot"
POI,dawuhan lor kantor perb desa blahkiuh,dawuhan lor kantor perb desa 
POI,"arif rah hakim, a",arif rah hak
POI,cluster bellagio,cluster bellagio
POI,han photo studio,"han photo studio, y"
POI,siantana pratama makmur pt,siantana pratama makmur pt
POI,mas darul ma'wa,mas darul ma'wa se
POI,zae bent port no,zae be
POI,pecel pincuk minto,"pecel pincuk minto, ra"
POI,pertigaan kampung baru,pertigaan kampung baru 
POI,"pt.timu lest sentosa.bigland kup, yos","pt.timu lest sentosa.bigland kup, yos suda, "
POI,"war nisa - wns, kaba","war nisa - wns, k"
POI,kb paud mutiara bunda,kb paud mutiara bunda
POI,mie baso mas julin,mie baso mas julin
POI,saga cimu molek,"saga cimu molek, ba"
POI,perum bumi gemilang,perum bumi gemilang
POI,anda fina,anda fina r. a.
POI,toko jam citra,toko jam citra
POI,jaya pers toko,"jaya pers toko, b"
POI,raya ubud,raya ubu
POI,toko ic phone,toko ic phone
POI,sd negeri 250 maroan halim perd kusuma lappa,sd negeri 250 maroan hal
POI,pelab kelong,pelab kelong tel
POI,komplek dki joglo,komplek dki joglo
POI,sent karya mandiri. cv,"sent karya mandiri. cv, s"
POI,jne agen raihan,jne agen raihan
POI,grand serpong 2,grand serpong 2
POI,bandar tinggi,bandar tinggi
POI,plasa,plasa tel perbau
POI,toko pinokio,toko pinokio
POI,pasar pspt,pasar pspt
POI,rumah makan alki lahat km 256,rumah makan alki la
POI,surya mandiri aluminium dan kaca,surya mandiri aluminium dan kaca
POI,lapang merdeka binjai,tanah lapang merdeka binjai
POI,"smk neg waiheru, laksa muda leo watti","smk neg waiheru, l"
POI,juragan steak,juragan steak
POI,organ tunggal andro akbp,organ tunggal andro akb
POI,"war ngopi 821, jend","war ngopi 821, j"
POI,ponpes tarbiyatul ulum,ponpes tarbiyatul ulum
POI,nasi goreng ort,nasi goreng ort andi je
POI,"ren mobil sem, sao","ren mobil sem, sao-"
POI,dodol petshop sempidi,dodol petshop sempidi
POI,cemp bag pasar tanah,cemp bag pa
POI,bmt bus cab lamongan,"bmt bus cab lamongan, s"
POI,alun-alun karawang,alun-alun karawang
POI,minu jelly,"minu jelly, h"
POI,mush darus salam,mush darus salam nga
POI,karimah,karimah
POI,naga superm,naga superm raya
POI,zebr 4 no 2 han,zebr 4 no 2 han gelato
POI,perum marco duta,perum marco duta
POI,cileungsi mall metropo,cileungsi mall metropo cileu lt.g
POI,"mush haqul yakin, magek","mush haqul yakin, ma"
POI,ber,"ber, c"
POI,warteg ibu iyus,warteg ibu iyus
POI,bagas motor,bagas motor
POI,resepsionis kampus trilogi,resepsionis ka
POI,bap,"bap,"
POI,pancool,pancoo
POI,raya kran no 3,raya kran no 3 pang 
POI,topx rel,"topx rel, p"
POI,pt polypac utama,"pt polypac utama, ray"
POI,tb. resti jaya,tb. resti jaya
POI,s. par cucian malio,s. par cucian mal
POI,stasiun tanjung barat,stasiun tanjung barat
POI,ud. opi hendriyani,ud. opi hendriyani
POI,"indra ii, sari","indra ii, sa"
POI,"men 6, 37 cemer but","men 6, 37 cemer but indo."
POI,perumahan taman wira,perumahan taman wira
POI,dok erchy pakis kem,dok erchy pa
POI,sd muhamma sawangan,sd muhamma sawangan pale
POI,bumi nyiur,bumi nyiur lin 5 72 my ca
POI,lebah munte,lebah munte
POI,"con raya, no 4",condet kaca
POI,condet kaca,condet kaca
POI,ayola vihan suites,ayola vihan suites
POI,"raya asemb, apo","raya asemb, apo kon"
POI,optik media,optik media
POI,mts swasta salafiyah syafi iyyah,mts swasta salafiyah syafi iyyah
POI,grand palais,grand palais
POI,sorowako karate club,sorowako karate club
POI,"raya kre,","raya kre, no "
POI,pd. borob,"pd. borob, bi"
POI,"lurah off leuwig, sadarm","lurah off leuwig, sadar"
POI,mart ban d dan d manis dan telor,"mart ban d dan d manis dan telor, cilan"
POI,ruko city walk,ruko city walk
POI,kampung pinang,kampung pi
POI,asrama pusdikzi,asrama pusdikzi
POI,warung bongkok,warung bongkok
POI,fikry toko,fikry toko
POI,warung yes,warung yes
POI,sd negeri cilogog,sd negeri cilogog
POI,yuli salon,yuli salon
POI,drg andya,drg andya k sp. - h so
POI,president mebel,president mebel
POI,tem pijat urut mas aman,tem pijat urut mas aman bu
POI,pekub umum desa kire,"pekub umum desa kire, bu"
POI,ren mobil pak jito,"ren mobil pak jito, p"
POI,bendu air,"bendu air katul,"
POI,gun kil kilang,gun kil kilan
POI,asrama tni ad,asrama tni ad
POI,guesth  pengin bob's para,"guesth  pengin bob's para, pan kra, n"
POI,agen majalah al fur,"agen majalah al fur, p"
POI,sd negeri 1 tinduk,sd negeri 1 tinduk
POI,cluster royal london,cluster royal london
POI,sunter jaya kangkungan,sunter jaya
POI,raya sala,raya sala p
POI,warung om mus ubcg,warung om mus ubcg
POI,apotek meliana,apotek meliana
POI,danau situ pondok jagung,danau situ pondok 
POI,"sd neg 03, rowosari","sd neg 03, r"
POI,warkop kol,"warkop kol, s"
POI,toko novi,toko novi
POI,pt,mitrak tatama pt amran ke
POI,fil dailyla wtc ii,"fil dailyla wtc ii sudi, setia budi"
POI,suka kel.,"suka kel., ka"
POI,burung bumi,burung bumi
POI,grand centro,grand centro
POI,breadlife,breadlife
POI,saung mie ayam olala,saung mie ayam olala
POI,graha eari,graha eari wa
POI,herd,herd cik
POI,jembatan citarum dayeuh,jembatan citarum
POI,pondok duta 1,pondok duta 1
POI,haji pemanggilan,haji pemanggilan
POI,pondok pesantren al bar,pondok pesantren al bar
POI,bank ocbc nisp,bank ocbc nisp
POI,terminal indihiang,terminal indihiang
POI,"pecel lele wij gang pem, rajabasa",pecel lele wij ga
POI,ud. siti nurhayati,ud. siti nurhayati
POI,gedung band insani,"gedung band insani, t"
POI,smp metho 01 palem,smp metho 01 palem jendera
POI,daeni,daeni
POI,pantai thr,dekat pantai thr pa
POI,toko has,toko has ra
POI,toko bu ambar,toko bu ambar
POI,cose artisan gelato,cose artisan gelato and coffee
POI,smk muhamadiyah,"smk muhamadiyah gun kapur, i"
POI,siantan jaya,siantan jaya
POI,al - amin,"al - amin furni,"
POI,retno,retno
POI,pt sumanindo grahawisata,pt sumanindo grahawisata
POI,sangka hot spr,"sangka hot spr, raya p"
POI,pancoran barat x1h,pancoran barat
POI,pt. delameta bilano,pt. delameta bilano
POI,angkringan ala jambi,angkringan ala jambi
POI,pt. serdang hulu,pt. serdang hulu
POI,pt kaleia berk,pt kaleia berk
POI,liza farma,liza farma
POI,rm pind aisyah,padat karya rm pi
POI,jemb lappo',lebang jemb lap
POI,baledono toko,baledono t
POI,pang ram idola2 raya,pang ram idola2 raya 
POI,blang lileue new,blang lile
POI,masjid al istiq,"masjid al istiq, ik"
POI,scoop,scoop
POI,gedung mayang arum,gedung mayang arum
POI,saung geulis hotel,saung geulis hotel
POI,sportk,sportk pang
POI,griya pijat asa,griya pijat asa
POI,tikal intra-muros. cv,tikal intra-muros. cv
POI,sm shop bali,sm shop bali
POI,"haji atun, c 2","haji atun, c"
POI,"mer, pratama","mer, pratama "
POI,toko ika jaya,toko ika jaya
POI,sedap jaya,sedap jaya
POI,mie ayam,mie ayam
POI,sd negeri tepus i tepus,sd negeri tepus i tepus
POI,kandat,gondang
POI,stasiun ciganea,stasiun ciganea
POI,home choo,home choo pena ket
POI,sungai jawi dalam alfam,sungai jawi dala
POI,pasar sentral,pasar sentral bul
POI,puske tegal dlimo muncar,puske tegal dlimo mun
POI,madyo puro tokoherman,tokoherman
POI,dok gigi evisari cibabat,dok gigi evisari ci
POI,tugu rejo pt,tugu rejo pt 
POI,"gep gep, gube","gep gep, gube"
POI,balai rupih,balai rupih
POI,cuci motor adi,cuci motor adi di
POI,edwin bika ambon,edwin bika ambon
POI,terminal cafe,terminal cafe
POI,agus jaya plat,agus jaya plat
POI,"bule timur kel gad, 11",jolly good english enrichment
POI,jolly good english enrichment,jolly good english enrichment
POI,stasiun kroya,stasiun kroya
POI,"raya cibatu-li,","raya cibatu-li, tk"
POI,fatma toko,fatma toko
POI,griya madani,griya madani
POI,parkir prak dok umum dr. ketut raya,parkir prak dok umum dr. ketut raya 
POI,simpang hasanudin,simpang hasanudin
POI,sharana medika utama,sharana medika utama
POI,rumah susun,rumah susun
POI,warung kembar,warung kembar
POI,toko hamdalah oli,toko hamdalah oli
POI,mercy duta phone,mercy duta phone
POI,paud cibitung,paud cibitung
POI,"dempo, no 21 kantor","dempo, no 21 kantor pe"
POI,werdi bhuwana ud surya gemilang,ud surya gemilang
POI,"johan laun, vila","johan laun, v"
POI,galeri yogya,matahari galeri yogya
POI,"ibu dewi her, wr","ibu dewi her, w"
POI,lisa,lisa
POI,pasar viii raha,pasar viii
POI,pt. sriwijaya karya tek,pt. sriwijaya karya tek ki
POI,lestari residence,lestari residence
POI,azi cell,"azi cell, t"
POI,andin sostel,andin sostel
POI,snack point,snack point
POI,pt wata sunr,"pt wata sunr, p"
POI,the body shop,the body shop
POI,mariana masjid al-wildan,mariana masjid a
POI,"raya jong - cileu, 6",kantor pemasaran
POI,lebak jero,lebak jero
POI,inu laun giri mekar,inu laun gi
POI,tama cell,tama cell
POI,rawa panjang,rawa panjang
POI,sd negeri kalib 2,"sd negeri kalib 2, ci"
POI,rumah makan tiga gadis,rumah makan tiga gadis
POI,bank negara indonesia kk unti,"bank negara indonesia kk unti, p"
POI,wisma sriwijaya,wisma sriwijaya
POI,paradise resort,paradise resort
POI,cafe nusantara,cafe nusantara
POI,juara sport toko,juara sport toko
POI,toko kue al-rusdak,toko kue al-rusdak
POI,makam k.h.qoma,makam k.h.qoma
POI,masjid al-h,"masjid al-h rw. 02, t"
POI,stasiun ngadiluwih,stasiun ngadiluwih
POI,nurul amira tek,"nurul amira tek, b"
POI,pemak,"pemak, ju"
POI,toko sab flamboyan,toko sab fl
POI,madrasah diniyah mau'i amin,"madrasah diniyah mau'i amin, te"
POI,putra moro indah,putra moro indah
POI,prodia tower,prodia tower
POI,wm steak omah chrispy,wm steak omah chrispy
POI,danar,"danar, tr"
POI,waroeng steak resto and cafe,waroeng steak resto and cafe
POI,perumahan bayur sarana indah,perumahan bayur sarana indah
POI,mis nurul falah,mis nurul falah
POI,pasar sunan,pasar sunan giri
POI,seri pekerja kead,"seri pekerja kead, mes, "
POI,tupperware kedai tump,"tupperware kedai tump kasih, p"
POI,mitra bukalapak warung rakha,mitra bukalapak warung rakha
POI,mitra tani,mitra tani
POI,kan lurah kebunsari medang,kan lurah kebunsari me
POI,tb. kalima,tb. kalima tam
POI,"mush al fur, prambatan","mush al fur, pramb"
POI,gedung pendidikan vokasi,gedung pendidikan vok
POI,toko susu,toko susu mt
POI,balecatur pusat oleh- oleh,pusat oleh- oleh bakpia 750
POI,wira,"wira, billy barb"
POI,bank rak indon raya,bank rak indon raya m
POI,cimb niaga,cimb niaga
POI,yayasan perb,yayasan perb
POI,dewan nasional indon tanah,dewan nasional indon tan
POI,kp cisasah bl,kp cisasah bl
POI,pangk lpg kg toko pat,"pangk lpg kg toko pat, tal s"
POI,servis mobil,servis mobil
POI,mas baiturrahmah,"mas baiturrahmah, 8"
POI,garpu,"garpu restau, se"
POI,toko arw,toko arw pa
POI,kidul pasar ple,kidul pasar p
POI,phd perumnas cire,"phd perumnas cire, c"
POI,"dharmaw, k2",dharmaw
POI,paradise resort,paradise resort
POI,madrasah ibtidaiyah swasta,madrasah ibtidaiyah swasta
POI,suku cad roda dua,suku cad roda dua a.
POI,lorong kaendea,lorong kaendea
POI,sanggar  de batavia,sanggar  de batavia
POI,"distri nasa kotamo, raya","distri nasa kotamo, raya wa"
POI,ubud backpackers room,ubud backpackers room
POI,rusunawa pesakih,rusunawa pesakih
POI,smk al ittihad brin,"smk al ittihad brin, k"
POI,tpu lanobake,tpu lanobake
POI,toko shi,"toko shi, p"
POI,"citra karya perd cv sudi,",citra karya perd cv su
POI,bintang mebel,bintang mebel
POI,pia,pia
POI,sawojajar sdn,sawojajar sdn s
POI,pot rambut madya prof.,pot rambut madya pr
POI,dr. wahi bakso dan mie ayam borneo sido mukti,bakso dan mie ayam borneo
POI,cafe mao,cafe mao ja
POI,bakso dan mie ayam ariij,bakso dan mie ayam ariij
POI,perumahan wahana,perumahan wahana
POI,pertokoan kart uday letda,pertokoan kart uday letda
POI,perumahan graha tya 2,perumahan graha tya 2
POI,pt asuransi jiwa seraya,pt asuransi jiwa seraya
POI,bubur sop ayam mang idit,bubur sop ayam mang idit
POI,"rega, no 67","rega, no 67 "
POI,kantor ulin nuha,kantor ulin nuha
POI,toko buku pagar alam,toko buku pagar alam
POI,terminal mojoagung,terminal mojoagung
POI,suw,"suw, r"
POI,ger mas adv hari ketu jem poso p.,"ger mas adv hari ketu jem poso p. dipone,"
POI,"kevin collec, jend","kevin collec, je"
POI,perum griya kencana,perum griya kencana
POI,sd neg no 176 aek nat kec lumban julu,"sd neg no 176 aek nat kec lumban julu sim, sio"
POI,nf fashionshop jogja,nf fashionshop jogja
POI,pt. perusahaan industri ceres,pt. perusahaan industri ceres
POI,toko alvin,toko alvin
POI,"tanjung lemb bantuan hukum sat mas, geri,",tanjung lemb bantuan hukum sat m
POI,pos indon pancasila,pos indon pan
POI,sri ratu,sri ratu
POI,jaya imperial park,jaya imperial park
POI,jor panta,"jor panta, p"
POI,"samb jaya, 101 ayam pot","samb jaya, 101 ayam pot suka tas"
POI,"war gant, no 9","war gant, no 9 t"
POI,fort cell,"fort cell, r"
POI,bells computer,bells computer
POI,semeru residence,semeru residence
POI,brawa subak sari,brawa
POI,seq life pt asur jiwa,"seq life pt asur jiwa, alang"
POI,turk kebab,turk kebab da
POI,deli surya jaya,deli surya jaya
POI,yayasan kalla,yayasan kalla
POI,dr. effman,"dr. effman efr m. ulri spb-, angk 45"
POI,atherry auto dan body care,atherry auto dan body care
POI,jembatan liong,jembatan liong
POI,bank rak indon may,bank rak indon may su
POI,gedung sport club victoria park residence,gedung sport club
POI,"sumber rez, per,","sumber rez, p"
POI,harti leat,harti leat dr
POI,pahlawan lifest bobo cel,sudi 6 pahlawan lifest bobo
POI,mts at taqwa,"mts at taqwa muara sah, m"
POI,hj. ratmi,hj. ratmi
POI,rejeki aki,rejeki aki
POI,maje taklim as sala,"maje taklim as sala 1, keman"
POI,sumber harta,sumber harta
POI,zazil fashion,zazil fashion
POI,"cipi muara i, 1 yaya drymix- sa mes","cipi muara i, 1 yaya drymix- sa mes raya cipi"
